##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时13分59秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时13分59秒.363,2,2,3,2,4,3,1,3,3,4,1,3,6,6,8,6,4,3,4,3,19,18,17,17,4,2,2,9,31,42,50,50,4,3,3,10,54,98,174,148,4,4,2,11,76,108,188,280,4,3,4,4,5,3,6,3,3,3,2,2,5,4,4,2,4,2,4,3,5,4,5,5,5,3,4,3,5,3,4,4,3,3,3,1,4,1,1,0,4,3,2,4,8,8,9,8,1681.0,1.0,280.0,17.69,95.0,2.437209609085191,5.9630513191223145,5.040524482727051
14时13分59秒.409,3,2,3,4,4,2,3,3,2,4,4,5,7,8,8,8,4,3,2,6,18,17,20,19,4,4,2,9,28,41,50,49,4,2,3,11,54,98,174,148,5,1,2,11,76,107,191,280,4,2,3,5,5,6,5,6,3,2,2,4,4,4,4,3,4,1,2,2,3,4,4,3,2,4,2,3,2,3,3,3,2,3,2,2,3,2,4,3,6,4,2,6,10,9,10,9,1697.0,1.0,280.0,17.68,96.0,2.431314806099442,5.9630513191223145,5.040524482727051
14时13分59秒.458,2,2,3,4,3,2,3,2,4,2,2,4,5,7,8,6,4,3,2,8,18,17,18,19,4,4,1,10,32,41,50,49,6,2,2,11,53,98,173,148,4,4,2,11,76,108,189,279,3,1,3,3,4,5,5,4,4,1,2,4,5,4,4,5,4,3,2,4,6,6,6,4,4,3,2,4,4,5,3,4,2,1,3,3,2,2,1,2,5,5,2,5,7,8,7,9,1690.0,1.0,279.0,17.6,96.0,2.432847990218538,5.9630513191223145,5.040524482727051
14时13分59秒.508,2,4,3,3,3,3,4,3,5,2,4,5,7,7,8,7,4,2,2,9,18,19,20,18,5,3,4,11,29,39,50,49,5,3,3,13,53,98,174,148,4,3,2,14,75,108,190,280,5,2,3,5,8,5,6,5,3,3,3,3,4,2,4,5,2,3,3,2,3,4,3,4,2,4,3,2,4,3,4,4,2,2,3,1,3,5,4,4,4,3,4,5,9,9,10,10,1719.0,1.0,280.0,17.91,96.0,2.3934834274929035,5.9630513191223145,5.040524482727051
14时13分59秒.558,2,2,3,2,2,2,2,3,4,3,2,2,6,6,7,6,4,2,2,8,16,17,18,18,5,2,3,10,30,40,51,49,5,3,3,13,53,98,174,148,4,2,2,13,76,108,188,280,3,4,2,5,5,4,5,5,4,3,5,3,5,4,5,5,3,2,1,6,5,4,5,5,4,4,2,4,3,3,1,2,4,2,2,2,2,2,1,3,4,3,3,6,5,9,8,9,1685.0,1.0,280.0,17.55,96.0,2.443866400585937,5.931454181671143,5.079822063446045
14时13分59秒.609,3,2,3,1,4,3,2,2,4,4,2,4,8,8,8,6,5,4,2,2,16,17,18,18,5,2,2,1,29,40,51,49,5,4,4,4,53,97,173,148,5,2,3,2,75,107,189,281,5,3,3,2,6,5,5,5,3,2,4,2,4,5,4,5,5,3,2,3,2,2,5,4,2,2,2,5,4,5,3,2,3,3,1,4,4,5,4,3,5,3,2,8,9,9,9,8,1671.0,1.0,281.0,17.41,96.0,2.4658996365304144,5.931454181671143,5.079822063446045
14时13分59秒.658,2,2,2,2,2,3,2,2,4,3,3,5,6,6,6,7,4,2,1,9,16,20,18,18,4,3,4,10,32,40,51,49,4,2,4,12,53,98,173,148,5,3,2,12,76,108,189,280,3,4,2,2,5,5,5,5,4,3,4,3,4,3,3,4,2,3,2,5,6,4,5,5,4,2,4,2,4,3,2,3,5,2,2,3,3,1,3,2,3,3,2,3,8,8,7,9,1686.0,1.0,280.0,17.56,96.0,2.443494391845735,5.931454181671143,5.079822063446045
14时13分59秒.709,3,3,2,4,3,2,3,5,5,5,2,3,6,8,7,7,5,4,4,2,16,18,20,17,5,3,2,3,28,40,51,49,4,2,2,3,54,98,173,149,5,5,2,12,75,108,189,280,3,5,3,5,5,5,6,6,2,2,2,3,3,4,4,5,3,2,2,4,5,5,3,3,2,2,1,2,4,3,2,3,1,3,2,3,4,3,3,3,4,2,2,6,8,8,8,8,1673.0,1.0,280.0,17.43,96.0,2.4643045212264716,5.931454181671143,5.079822063446045
14时13分59秒.774,1,1,3,3,4,4,1,2,3,4,3,4,4,5,8,7,3,3,2,8,19,18,18,17,4,2,3,11,32,41,51,49,4,4,2,13,54,98,173,149,4,3,2,11,75,107,187,279,2,3,3,2,5,3,4,5,2,4,2,3,4,3,3,4,3,2,2,2,6,6,4,4,4,2,4,3,3,4,3,4,3,4,2,2,2,2,2,1,4,3,2,2,8,8,8,9,1673.0,1.0,279.0,17.43,96.0,2.456888848604661,5.956067085266113,5.040944576263428
14时13分59秒.808,4,1,2,3,4,3,4,4,5,4,2,4,6,6,6,8,4,3,2,8,18,18,17,17,5,3,1,9,30,39,51,50,3,2,2,13,54,98,174,149,6,2,2,13,76,108,188,280,4,2,3,8,7,5,5,4,2,3,2,3,4,3,3,4,4,3,2,2,4,4,3,4,2,3,2,3,2,2,3,4,4,4,2,4,2,3,2,4,4,3,2,3,9,10,9,9,1694.0,1.0,280.0,17.65,96.0,2.4324385679089886,5.956067085266113,5.040944576263428
