##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时14分39秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时14分39秒.360,2,3,2,2,2,2,1,2,2,4,2,2,3,3,4,3,2,3,5,8,9,9,9,11,1,4,2,3,4,4,4,1,5,4,4,4,5,6,5,5,2,4,6,8,10,15,15,14,2,4,11,44,32,23,21,22,4,3,10,18,26,81,78,72,4,4,11,16,26,124,136,182,3,4,4,4,2,2,2,1,4,5,6,8,9,12,13,13,4,4,7,11,10,15,13,15,1355.0,1.0,182.0,14.11,96.0,1.9915994380170383,5.508111953735352,7.478613376617432
14时14分39秒.408,5,3,3,4,5,4,3,2,2,4,4,4,2,3,2,3,3,5,5,5,8,8,8,8,1,3,2,2,2,2,1,3,5,4,4,5,5,5,5,6,3,4,8,9,10,15,15,16,3,4,13,44,32,23,21,22,3,5,9,16,25,81,75,70,3,7,10,16,26,125,137,184,4,2,2,3,4,3,4,4,3,3,6,9,11,15,13,13,4,4,7,9,10,13,13,13,1364.0,1.0,184.0,14.21,96.0,1.9811180297610858,5.490468978881836,7.478738784790039
14时14分39秒.458,2,2,2,2,2,1,3,2,2,3,1,1,4,4,2,4,4,4,5,6,8,8,9,9,4,4,4,4,2,3,2,3,2,5,5,5,5,4,4,5,4,3,6,9,9,14,13,15,2,4,12,44,28,23,22,21,3,4,10,18,25,81,78,72,3,5,10,18,26,125,137,184,4,2,4,3,2,2,2,4,2,4,6,8,11,13,13,13,4,4,8,10,10,13,12,13,1346.0,1.0,184.0,14.02,96.0,2.0186155241813353,5.490468978881836,7.478738784790039
14时14分39秒.506,4,4,5,4,3,2,4,3,4,4,3,4,4,4,2,2,2,4,6,5,7,6,8,8,2,3,2,4,4,2,1,2,3,3,5,6,6,5,5,5,4,5,7,9,13,16,16,14,2,5,12,44,28,23,21,21,2,3,10,18,25,80,77,72,2,4,9,17,26,125,135,182,3,2,3,3,2,4,4,4,3,4,9,9,10,13,13,13,4,3,7,8,10,13,14,13,1358.0,1.0,182.0,14.15,96.0,1.977960229486056,5.490468978881836,7.478738784790039
14时14分39秒.560,2,2,2,2,1,1,4,2,2,3,2,4,3,4,2,3,3,4,5,8,7,8,9,9,2,3,4,3,2,4,2,2,3,4,3,4,4,5,4,4,2,4,6,8,10,14,16,13,2,4,12,43,28,23,24,21,4,5,10,17,26,81,77,72,3,5,9,17,26,125,136,182,1,1,2,2,2,1,2,2,4,3,9,9,9,13,13,13,3,4,6,8,10,13,13,13,1326.0,1.0,182.0,13.81,96.0,2.039589936830324,5.490468978881836,7.478738784790039
14时14分39秒.608,2,3,3,3,5,3,3,4,3,3,3,4,5,3,2,4,5,4,5,5,5,8,8,7,3,2,2,2,1,4,2,2,4,2,5,3,6,5,6,8,3,5,8,10,10,16,16,16,3,4,12,43,28,23,22,21,2,5,9,16,26,79,78,72,3,4,8,17,27,124,136,182,2,2,4,2,3,3,4,4,4,4,9,10,10,13,13,13,4,4,8,8,9,13,13,13,1357.0,1.0,182.0,14.14,96.0,1.9797507213909902,5.520633697509766,7.480103015899658
14时14分39秒.659,2,2,2,2,2,1,3,2,4,2,4,1,2,5,4,3,4,5,6,5,6,9,8,7,2,3,4,5,3,3,1,5,4,4,4,5,5,5,5,5,4,4,6,10,10,13,15,13,3,4,12,43,28,23,22,21,2,5,10,16,25,81,78,72,2,6,11,17,26,125,137,182,5,4,2,1,4,2,2,2,4,4,6,8,10,12,12,12,2,2,6,10,11,13,13,15,1342.0,1.0,182.0,13.98,96.0,2.0141264078447874,5.520633697509766,7.480103015899658
14时14分39秒.708,2,4,4,4,5,3,3,4,2,3,4,4,4,2,4,2,3,3,6,7,8,8,7,9,2,4,2,1,2,2,3,2,4,5,4,6,5,6,6,5,4,5,7,9,12,15,15,13,4,4,14,43,28,23,21,21,2,5,8,16,25,81,77,72,3,4,10,17,25,125,137,182,1,3,4,3,2,3,5,3,4,5,7,9,11,15,12,12,4,4,7,8,11,13,13,13,1363.0,1.0,182.0,14.2,96.0,1.9756968876320256,5.520633697509766,7.480103015899658
14时14分39秒.760,2,2,2,1,2,3,1,2,3,2,3,4,3,3,4,3,4,4,6,8,7,9,9,10,2,2,4,2,3,3,2,3,4,2,4,6,4,4,4,4,3,4,6,8,10,13,14,13,2,5,12,43,28,21,21,21,4,7,10,16,25,81,78,72,4,5,9,17,25,125,137,182,2,2,4,1,2,1,2,4,5,4,6,8,11,13,14,12,3,4,8,9,10,13,13,16,1338.0,1.0,182.0,13.94,96.0,2.020143288400287,5.520633697509766,7.480103015899658
14时14分39秒.808,3,4,3,2,2,5,2,3,3,2,3,2,2,4,2,3,3,4,6,4,5,8,5,8,4,4,2,3,4,3,2,4,4,2,5,6,5,5,5,5,2,5,8,10,10,13,14,16,2,5,12,43,28,24,22,21,3,5,8,16,25,81,77,71,4,6,9,17,25,125,137,182,3,4,4,3,4,4,3,3,4,4,8,9,11,13,13,12,2,4,6,9,12,13,13,13,1351.0,2.0,182.0,14.07,96.0,1.9942909727803655,5.520633697509766,7.480103015899658
