##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时33分24秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时33分24秒.489,5,18,24,25,25,24,24,5,5,8,8,9,9,9,10,5,5,29,54,56,56,54,54,5,5,49,488,724,614,572,537,4,5,51,756,825,847,817,886,5,5,51,850,768,697,905,956,6,5,51,797,884,801,899,989,7,6,50,659,853,747,840,866,5,6,44,241,277,321,274,259,5,5,25,45,45,46,46,46,5,5,36,107,109,111,117,113,5,5,27,42,43,43,43,42,5,22951.0,4.0,989.0,239.07,96.0,1.399076335687936,4.501788139343262,5.9457478523254395
14时33分24秒.588,5,18,24,25,26,24,24,6,5,8,9,8,9,9,8,6,5,32,58,56,57,57,56,5,5,48,490,725,616,577,540,6,6,51,756,826,849,823,889,6,5,51,850,766,697,904,956,5,5,50,799,884,801,901,992,5,5,50,661,854,748,841,866,5,5,44,241,277,321,270,259,6,5,25,45,46,46,46,47,5,7,36,106,109,111,117,113,5,5,27,43,43,43,43,43,6,22999.0,5.0,992.0,239.57,96.0,1.3978833882584845,4.5017828941345215,5.941671371459961
14时33分24秒.686,5,18,24,25,26,24,25,5,5,9,9,9,9,9,10,5,6,32,57,58,59,59,57,5,6,48,492,726,620,582,540,5,6,52,757,828,849,823,889,5,5,51,852,768,697,906,955,5,5,50,802,884,801,900,991,6,5,50,664,856,748,842,867,7,6,44,241,277,321,271,257,5,7,25,47,48,49,49,47,6,7,36,106,109,112,119,113,5,6,27,43,43,43,43,44,5,23056.0,5.0,991.0,240.17,96.0,1.3953230143156174,4.5017828941345215,5.941671371459961
14时33分24秒.802,6,18,25,25,25,24,25,5,5,8,8,9,9,9,9,5,4,30,58,59,60,60,57,5,5,49,492,726,619,580,539,5,5,51,758,827,851,825,889,5,6,51,852,770,697,906,957,7,6,51,804,888,803,899,994,7,5,50,665,858,750,845,871,5,5,44,239,277,321,271,258,5,6,25,47,47,49,49,48,6,5,36,106,107,112,119,113,5,6,27,43,43,43,44,44,5,23076.0,4.0,994.0,240.38,96.0,1.3964513850223605,4.501213550567627,5.942451000213623
14时33分24秒.887,6,18,24,26,26,24,25,5,5,8,8,8,10,9,9,5,4,30,58,59,60,57,57,5,5,49,494,726,623,580,540,5,5,51,760,828,852,823,891,6,5,51,852,768,698,904,957,6,6,51,805,887,803,899,991,6,5,50,666,860,752,844,871,6,5,43,242,279,322,272,260,6,6,26,47,48,49,49,48,6,6,35,106,107,112,118,113,5,5,27,44,43,43,44,44,5,23092.0,4.0,991.0,240.54,96.0,1.3958680357311422,4.501213550567627,5.942451000213623
14时33分24秒.985,5,18,25,26,26,24,25,4,5,8,8,8,8,9,9,5,5,30,58,58,60,59,57,4,5,49,494,726,620,579,540,5,6,51,763,826,852,823,890,5,5,51,854,764,700,904,957,6,6,51,807,886,804,897,993,5,6,50,666,858,752,845,871,6,6,44,243,280,324,272,259,5,5,25,47,48,48,47,48,4,5,35,105,108,111,118,110,5,5,27,44,43,43,44,44,5,23079.0,4.0,993.0,240.41,96.0,1.3968706555446702,4.501213550567627,5.942451000213623
14时33分25秒.102,5,18,25,25,26,25,25,6,5,7,8,8,8,8,8,6,5,29,58,58,59,59,57,5,5,49,493,724,617,578,537,5,5,51,763,827,850,823,889,5,5,51,854,767,699,905,957,6,4,51,807,888,803,898,994,6,6,50,668,858,751,844,869,6,5,44,243,281,324,275,261,5,5,24,46,48,47,47,47,5,5,35,105,108,111,117,111,5,5,28,42,43,43,44,43,4,23067.0,4.0,994.0,240.28,96.0,1.3975615973295803,4.5000433921813965,5.9428839683532715
14时33分25秒.186,5,18,25,25,26,25,25,6,5,9,8,9,8,8,7,6,5,28,58,58,62,59,57,4,4,49,493,724,616,577,537,6,5,50,764,828,850,825,890,6,5,52,856,766,698,904,954,7,5,51,808,887,804,897,996,5,4,50,669,860,753,844,869,5,5,45,245,281,325,275,261,5,6,24,46,47,47,47,47,4,5,35,105,108,111,118,112,5,5,27,44,44,45,44,44,6,23087.0,4.0,996.0,240.49,96.0,1.3965770372371524,4.5000433921813965,5.9428839683532715
14时33分25秒.302,6,20,25,25,26,26,25,7,5,8,7,9,9,10,10,4,4,29,58,64,63,60,59,5,4,50,493,724,617,579,538,6,6,50,764,830,852,825,892,6,6,52,855,767,699,903,952,5,5,51,809,889,808,899,995,7,6,51,672,860,751,844,869,6,6,46,245,281,325,275,260,5,6,24,46,47,49,49,48,5,6,37,107,108,113,119,112,6,6,27,44,44,45,44,43,5,23144.0,4.0,995.0,241.08,96.0,1.39315455733732,4.497537136077881,5.943872928619385
14时33分25秒.385,4,18,26,28,26,27,28,5,6,9,8,9,9,9,9,6,5,29,64,64,64,63,62,6,5,50,495,728,620,582,542,6,6,52,764,829,851,826,893,5,5,52,855,767,699,910,955,6,5,52,808,889,808,900,995,5,6,51,669,860,752,845,872,5,5,45,243,281,324,274,260,5,5,24,48,48,51,49,48,4,5,37,107,108,113,117,111,5,6,28,44,44,45,43,44,5,23185.0,4.0,995.0,241.51,96.0,1.3921223487697858,4.497537136077881,5.943872928619385
