##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时07分17秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时07分17秒.436,2,2,3,4,4,2,3,2,3,3,2,3,4,4,5,4,4,3,2,4,6,5,5,6,2,3,3,4,4,5,3,4,3,3,4,5,9,10,9,9,4,2,3,6,10,13,13,13,4,2,5,8,28,30,29,27,2,4,5,10,36,132,116,112,4,2,4,8,33,152,167,305,4,3,2,4,3,3,2,3,2,3,2,2,1,1,1,2,3,2,4,4,5,5,5,5,1525.0,1.0,305.0,15.89,96.0,2.656626364170688,5.940342903137207,7.455833911895752
14时07分17秒.491,2,4,3,4,3,3,4,4,4,3,4,5,5,4,6,5,4,3,5,4,6,5,5,5,2,3,4,2,3,3,2,3,3,2,3,5,9,10,10,9,3,4,2,5,10,13,15,13,5,4,5,8,28,31,29,27,2,2,4,8,36,133,115,112,4,2,5,8,33,152,167,305,4,2,5,4,2,2,2,4,2,4,1,3,4,4,3,2,3,2,5,4,6,8,6,6,1551.0,1.0,305.0,16.16,96.0,2.6082006104873745,5.940342903137207,7.455833911895752
14时07分17秒.541,3,3,3,2,2,1,2,4,2,2,2,2,4,4,5,3,4,3,3,4,5,5,6,5,2,3,4,4,4,2,3,3,3,5,4,5,8,11,10,9,4,2,3,7,10,13,14,13,4,1,4,8,28,31,29,27,4,2,4,9,36,134,116,112,2,4,6,8,33,154,167,306,4,2,3,3,3,2,3,3,4,4,4,1,3,3,5,2,3,3,3,4,5,7,6,5,1539.0,1.0,306.0,16.03,96.0,2.6436996156842087,5.940342903137207,7.455833911895752
14时07分17秒.592,4,1,2,4,2,3,3,2,4,3,4,4,5,5,4,6,3,2,3,5,5,4,5,4,2,1,2,4,4,3,2,1,4,2,3,6,8,9,10,9,4,4,4,5,10,17,14,16,4,4,4,9,28,31,29,28,3,3,5,8,36,134,116,112,3,2,5,6,32,151,166,304,4,3,1,4,3,3,2,4,1,4,2,4,3,4,3,3,4,4,4,4,7,8,6,5,1544.0,1.0,304.0,16.08,96.0,2.6164930986337915,5.908030986785889,7.455310821533203
14时07分17秒.641,4,3,3,2,4,3,1,1,3,5,3,4,3,4,4,5,4,3,4,4,4,6,7,8,4,2,3,3,3,3,4,2,3,2,5,5,8,9,9,10,2,4,4,7,11,12,13,14,3,4,4,6,27,31,29,28,4,2,5,7,36,134,116,112,4,4,4,8,33,151,166,306,5,3,3,3,4,3,1,2,1,2,2,1,2,2,2,1,4,2,4,4,7,6,5,5,1532.0,1.0,306.0,15.96,96.0,2.6475337442522435,5.908030986785889,7.455310821533203
14时07分17秒.692,2,3,2,2,3,4,3,4,4,4,4,3,4,4,5,4,4,1,4,4,7,6,4,4,2,2,3,2,2,2,2,2,5,2,5,5,7,9,9,9,4,3,5,8,11,15,13,16,4,2,5,7,27,30,32,28,3,3,3,7,35,134,116,112,3,4,6,6,33,151,166,306,2,2,2,3,2,4,3,2,2,2,2,4,2,3,3,2,4,2,5,5,8,5,5,6,1535.0,1.0,306.0,15.99,96.0,2.642692108250372,5.908030986785889,7.455310821533203
14时07分17秒.741,1,2,1,2,3,2,2,1,4,2,3,3,2,5,4,5,4,4,3,3,5,6,5,5,3,3,3,4,3,3,4,3,4,2,5,5,9,9,9,10,4,2,4,5,10,13,13,13,1,3,5,8,27,29,29,28,5,3,8,8,36,134,116,112,2,1,5,7,33,150,165,305,3,1,3,2,4,3,2,2,2,4,2,4,2,2,2,3,4,3,4,6,6,6,7,5,1522.0,1.0,305.0,15.85,96.0,2.6566126416956455,5.908030986785889,7.455310821533203
14时07分17秒.793,4,2,2,2,4,4,3,3,5,3,4,4,4,6,5,5,3,2,4,4,4,6,6,5,1,3,2,3,1,1,3,2,5,4,2,5,7,9,10,10,4,3,4,6,11,13,13,13,4,4,5,7,27,33,32,28,2,2,6,8,36,135,116,113,3,2,5,9,33,153,166,306,2,1,4,1,2,2,4,2,1,3,3,2,5,3,5,3,3,2,5,5,6,5,6,6,1545.0,1.0,306.0,16.09,96.0,2.633259097887618,5.928479194641113,7.4300971031188965
14时07分17秒.840,4,2,4,2,3,1,3,2,3,1,3,3,4,4,5,3,4,4,4,2,6,6,5,4,3,4,3,5,3,3,2,4,3,3,4,6,9,9,9,10,2,3,4,5,11,12,13,13,4,2,5,8,27,30,29,28,3,4,5,7,36,136,116,113,5,1,5,8,33,153,166,307,5,3,1,2,2,4,1,3,4,2,3,4,4,2,3,2,3,3,4,4,5,4,6,7,1537.0,1.0,307.0,16.01,96.0,2.6522320836535407,5.928479194641113,7.4300971031188965
14时07分17秒.892,1,3,2,4,4,4,4,2,4,3,3,3,6,6,5,5,4,3,3,4,5,4,4,6,4,4,1,2,3,2,3,3,5,2,2,5,9,10,10,9,4,2,3,6,10,14,13,13,3,2,4,8,27,33,29,28,4,2,4,7,36,135,116,111,3,3,6,8,32,151,166,307,3,3,3,4,3,3,4,3,3,3,2,4,4,2,3,4,4,3,4,4,6,6,6,7,1547.0,1.0,307.0,16.11,96.0,2.624385270890277,5.928479194641113,7.4300971031188965
