##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时06分30秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时06分30秒.437,2,3,2,2,2,4,2,2,4,2,4,5,5,5,8,5,4,3,5,5,8,5,6,5,2,4,6,65,115,80,136,159,4,4,7,68,124,92,174,168,2,4,7,123,609,122,276,705,7,5,11,11,9,8,8,8,4,3,6,6,5,7,5,5,2,2,3,2,2,2,3,1,4,3,2,3,4,2,2,5,3,4,5,6,7,8,6,5,4,4,6,7,8,8,8,8,3401.0,1.0,705.0,35.43,96.0,2.895915325232469,5.718262195587158,5.106774806976318
14时06分30秒.491,4,2,5,3,2,3,2,1,3,3,4,3,4,5,4,4,3,2,4,5,5,5,4,6,3,4,8,66,115,79,137,159,4,6,8,67,125,92,174,168,3,3,8,123,609,122,275,705,7,4,10,7,8,9,8,5,3,3,4,4,5,5,4,5,3,4,3,3,3,4,4,4,2,4,3,4,4,2,4,2,3,3,4,5,5,5,5,5,4,4,5,8,6,7,7,7,3376.0,1.0,705.0,35.17,96.0,2.919080232171652,5.718262195587158,5.106774806976318
14时06分30秒.542,2,2,1,4,3,1,2,3,3,2,4,8,4,5,9,6,3,4,3,5,6,5,6,6,4,5,7,66,115,79,136,157,2,3,8,67,123,92,174,167,2,3,8,123,609,122,276,705,7,6,13,10,8,9,8,8,4,5,5,8,5,5,6,4,4,2,3,3,4,1,4,1,4,2,4,2,2,4,2,2,3,3,4,4,6,7,5,5,4,4,5,6,8,9,6,6,3390.0,1.0,705.0,35.31,96.0,2.904422262127729,5.706489562988281,5.098229885101318
14时06分30秒.592,3,2,3,2,3,2,3,4,2,3,3,5,3,5,5,4,1,4,4,6,5,4,5,5,1,3,8,67,115,80,136,159,3,3,8,67,123,91,174,169,4,4,8,123,609,122,276,705,6,4,11,8,6,7,7,8,2,2,4,6,5,4,6,5,3,2,3,4,2,2,3,3,3,2,3,4,3,2,4,3,5,5,4,6,5,5,6,5,4,4,4,8,7,5,6,5,3365.0,1.0,705.0,35.05,96.0,2.929964624390605,5.706489562988281,5.098229885101318
14时06分30秒.640,2,3,2,2,3,2,2,3,3,2,4,6,5,6,6,5,3,4,4,8,6,8,5,5,2,4,5,65,115,80,136,159,2,4,7,68,123,92,173,168,3,4,8,124,612,122,275,705,6,4,11,10,8,9,9,9,3,4,4,7,4,4,5,5,3,2,3,2,1,4,3,2,3,3,3,3,3,0,2,4,2,3,5,5,6,6,8,6,3,4,4,7,7,7,8,8,3387.0,1.0,705.0,35.65,95.0,2.8960824767378934,5.706489562988281,5.098229885101318
14时06分30秒.690,2,3,2,2,4,2,1,2,3,4,1,5,4,5,5,4,3,3,4,5,6,4,4,5,2,4,5,65,115,80,136,159,3,5,8,68,123,93,174,169,4,3,7,123,611,123,275,705,8,3,11,8,8,8,8,8,3,4,5,6,4,4,6,5,4,3,2,4,2,4,4,3,2,4,3,2,3,1,2,2,2,5,5,5,5,4,5,5,2,2,4,6,6,6,6,5,3360.0,1.0,705.0,35.0,96.0,2.9381955682491445,5.706489562988281,5.098229885101318
14时06分30秒.741,1,3,3,2,4,3,2,3,2,3,4,5,5,7,5,6,3,4,5,5,6,6,7,6,4,5,6,65,115,78,136,159,4,5,7,68,123,93,173,168,2,4,8,123,612,123,275,705,8,5,11,9,11,9,8,8,3,3,4,6,5,6,5,4,2,1,2,2,3,2,3,1,2,2,2,2,1,1,3,2,5,3,6,7,5,6,6,5,2,4,5,8,8,8,9,8,3392.0,1.0,705.0,35.33,96.0,2.9082445703472177,5.706489562988281,5.098229885101318
14时06分30秒.790,3,4,3,3,4,2,2,2,1,3,4,5,3,5,5,5,3,3,3,6,5,6,6,7,2,4,8,65,117,81,137,159,4,4,6,68,123,92,175,169,3,4,8,124,610,123,275,706,7,4,11,7,8,8,8,8,3,5,4,5,5,5,5,5,3,4,2,4,4,3,4,4,2,2,5,2,3,2,1,4,5,5,5,5,7,5,7,5,3,4,3,5,6,7,7,6,3392.0,1.0,706.0,35.33,96.0,2.9097188561173244,5.716391563415527,5.094929218292236
14时06分30秒.841,2,4,3,2,4,3,2,4,2,4,5,5,6,6,6,5,4,4,5,6,6,4,5,5,3,4,8,65,114,80,137,158,4,4,8,68,123,91,175,169,4,4,8,124,609,123,276,706,7,4,11,9,9,8,9,8,2,3,5,6,6,5,5,6,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,5,6,4,7,5,5,2,7,6,8,8,8,9,8,3403.0,2.0,706.0,35.45,96.0,2.8966902552680915,5.716391563415527,5.094929218292236
14时06分30秒.892,4,4,2,4,2,2,2,2,3,5,2,5,4,5,4,5,2,4,4,5,6,5,5,7,2,4,6,65,115,80,137,157,4,3,8,68,124,92,175,169,3,3,9,124,611,123,276,706,8,3,11,9,8,8,8,9,4,4,4,5,5,4,4,6,3,4,2,3,4,3,4,3,4,3,4,3,4,2,4,2,3,4,5,7,6,4,6,5,2,3,4,5,5,6,7,6,3387.0,2.0,706.0,35.28,96.0,2.9155991670600896,5.716391563415527,5.094929218292236
