##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时04分00秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时04分00秒.066,4,4,3,2,4,2,5,3,5,4,5,31,25,164,163,54,4,3,3,34,27,703,575,74,4,5,3,2,3,3,2,2,5,3,4,56,27,32,30,23,3,4,4,5,3,4,4,3,5,4,4,8,6,6,6,8,4,2,4,6,5,4,5,3,2,4,2,4,2,2,2,2,2,2,4,4,5,6,3,3,2,3,2,3,2,3,3,4,2,2,5,6,5,6,5,6,2323.0,2.0,703.0,24.2,96.0,3.8693226499697464,5.603522300720215,3.0347938537597656
14时04分00秒.125,3,3,2,3,1,3,3,2,4,4,5,30,25,164,162,54,5,4,5,34,27,703,576,74,4,4,4,4,4,5,4,5,5,3,4,58,27,32,30,21,3,1,4,5,4,5,3,3,4,4,3,5,6,5,5,5,4,4,3,5,4,4,5,5,2,2,4,2,5,4,3,3,5,4,3,5,5,5,6,5,1,5,2,2,2,2,1,2,5,2,2,6,4,5,6,5,2324.0,1.0,703.0,24.21,96.0,3.8695887821497905,5.603522300720215,3.0347938537597656
14时04分00秒.175,2,4,3,4,2,2,3,2,5,5,5,30,26,165,164,54,4,5,5,34,27,702,576,74,2,5,2,4,4,4,3,3,5,3,4,57,27,32,31,22,3,3,4,4,4,5,4,4,4,3,3,7,5,6,5,6,2,3,4,6,5,4,5,4,3,4,1,2,2,4,2,2,3,4,5,5,4,5,5,5,3,2,2,2,3,3,2,4,4,3,4,8,6,8,6,6,2336.0,1.0,702.0,24.33,96.0,3.847712092501433,5.603522300720215,3.0347938537597656
14时04分00秒.224,2,2,2,4,2,3,3,1,4,4,5,31,25,164,162,53,6,4,4,34,27,703,576,74,4,4,4,5,4,3,5,5,6,4,4,57,27,31,31,22,3,3,4,4,4,4,4,3,3,3,2,4,5,6,6,4,4,2,3,5,5,4,3,5,3,3,3,4,2,2,4,2,4,4,5,5,5,4,5,5,2,3,3,2,1,2,2,2,3,3,6,6,5,6,5,5,2320.0,1.0,703.0,24.17,96.0,3.876346760711001,5.603522300720215,3.0347938537597656
14时04分00秒.276,2,2,3,2,2,4,4,3,6,6,5,32,26,164,162,54,4,5,5,33,27,703,576,74,4,5,4,4,3,2,3,3,5,4,5,57,27,31,31,22,4,2,3,5,4,5,5,5,3,3,4,8,5,8,8,6,4,3,4,5,5,4,6,5,2,3,2,3,2,3,2,2,3,4,5,5,5,3,3,5,4,2,2,3,1,2,3,2,3,3,5,6,6,6,6,6,2340.0,1.0,703.0,24.38,96.0,3.8418083714012186,5.5918803215026855,3.020512819290161
14时04分00秒.324,4,2,3,2,2,3,3,2,4,4,4,32,26,165,162,54,4,4,4,33,26,703,576,74,4,4,2,3,4,4,5,4,4,4,4,57,27,32,31,23,4,4,4,4,5,3,4,4,3,3,5,5,4,6,5,5,3,2,4,5,4,4,4,5,3,2,3,4,2,1,4,3,3,2,4,6,4,5,5,4,3,4,2,1,2,2,3,4,4,4,5,5,5,5,6,8,2325.0,1.0,703.0,24.22,96.0,3.868678678029457,5.5918803215026855,3.020512819290161
14时04分00秒.375,2,2,4,1,2,2,3,4,4,6,5,32,26,165,162,54,6,5,4,33,25,704,576,74,3,2,2,3,3,4,4,3,4,2,4,57,27,31,31,23,4,3,2,5,4,6,5,4,6,3,5,5,5,7,6,8,3,3,4,5,4,5,5,3,2,2,2,2,4,2,3,4,2,3,4,5,4,5,4,5,3,3,2,3,4,2,3,2,3,4,4,8,6,8,7,8,2337.0,1.0,704.0,24.34,96.0,3.8508803964586713,5.5918803215026855,3.020512819290161
14时04分00秒.425,4,3,2,2,4,2,2,4,5,4,4,31,24,164,163,54,4,4,5,33,26,702,576,74,3,4,4,4,5,4,4,4,5,4,5,57,27,31,30,23,3,4,3,4,5,4,3,5,3,4,3,8,4,5,7,5,3,3,4,4,4,4,4,4,5,2,1,3,4,3,3,3,4,4,4,5,4,5,5,5,2,0,4,4,2,3,2,3,3,3,4,5,5,5,6,5,2326.0,1.0,702.0,24.48,95.0,3.841608730036635,5.5918803215026855,3.020512819290161
14时04分00秒.474,4,1,1,4,4,3,3,4,5,4,5,32,24,164,164,54,6,4,5,35,26,704,576,74,2,2,2,4,2,2,2,2,5,4,5,57,27,32,31,22,4,4,3,4,4,5,5,5,6,5,4,8,7,8,8,7,4,3,4,5,4,3,4,4,2,2,2,4,1,3,3,3,3,4,3,4,4,5,4,5,4,1,3,4,4,2,3,4,4,4,3,8,6,7,7,5,2346.0,1.0,704.0,24.44,96.0,3.836220800154464,5.5918803215026855,3.020512819290161
14时04分00秒.525,1,3,3,5,2,2,1,3,5,4,5,30,24,165,163,53,4,5,4,33,26,704,576,74,4,3,2,3,4,4,3,4,5,5,4,58,30,32,30,23,4,4,5,3,4,4,5,4,5,4,4,6,6,6,6,5,4,2,4,5,4,4,3,5,2,1,2,3,4,2,4,2,3,4,3,5,3,5,5,5,2,2,4,2,4,2,1,2,3,5,4,6,5,6,6,8,2330.0,1.0,704.0,24.27,96.0,3.8637296566381054,5.600858211517334,3.0253219604492188
14时04分00秒.575,2,1,2,2,1,2,3,3,5,5,6,31,24,165,164,55,6,6,5,33,26,704,576,75,4,4,2,4,3,4,2,4,6,3,4,57,29,32,31,23,4,2,3,4,5,5,4,4,4,5,3,6,4,8,9,6,3,1,3,5,6,5,5,4,2,3,2,2,2,4,1,2,2,4,3,4,5,5,4,4,3,3,3,4,3,3,2,3,4,4,5,6,7,6,6,6,2339.0,1.0,704.0,24.36,96.0,3.849531294654195,5.600858211517334,3.0253219604492188
14时04分00秒.624,3,2,2,2,2,2,2,2,6,2,4,32,24,165,163,54,5,4,4,33,26,704,576,74,4,3,3,3,6,4,5,5,4,4,6,57,29,33,31,23,4,4,4,4,4,4,4,3,3,4,3,6,4,7,6,4,3,4,4,4,5,4,4,5,4,3,2,4,4,3,2,4,3,2,4,8,6,5,4,4,1,1,2,2,4,1,2,4,2,3,4,6,5,6,5,5,2329.0,1.0,704.0,24.26,96.0,3.8658499664574046,5.600858211517334,3.0253219604492188
14时04分00秒.674,2,2,2,2,1,3,4,2,5,4,5,32,25,165,164,54,6,3,4,33,26,704,577,74,4,3,2,5,2,3,2,2,4,4,4,57,26,31,30,23,3,3,2,4,6,5,5,4,5,4,5,7,6,8,6,6,4,2,5,5,4,4,3,4,4,3,2,2,3,2,2,2,4,4,4,4,4,5,5,4,3,3,3,3,2,3,5,3,3,4,5,7,5,7,8,6,2335.0,1.0,704.0,24.32,96.0,3.8581543119272736,5.600858211517334,3.0253219604492188
14时04分00秒.724,2,1,3,2,4,1,1,2,6,4,5,32,25,165,163,54,4,4,5,33,27,704,577,74,5,2,3,4,5,5,3,3,5,3,5,57,29,31,30,23,3,4,2,5,3,3,4,3,4,2,3,5,5,3,4,5,2,2,3,5,5,4,4,6,1,4,4,4,3,3,4,3,3,3,4,5,5,5,6,5,3,2,2,3,3,3,2,2,3,2,4,5,4,5,5,5,2315.0,1.0,704.0,24.11,96.0,3.8929329403959576,5.600858211517334,3.0253219604492188
14时04分00秒.775,1,3,2,2,2,2,1,2,4,4,4,32,25,165,163,54,7,5,5,35,27,705,577,74,4,5,2,4,2,3,3,2,5,4,3,57,29,31,31,23,4,4,3,5,4,6,5,5,4,3,5,6,7,7,5,7,2,5,5,5,6,5,5,4,3,2,2,2,1,3,3,2,4,3,5,3,5,4,5,4,4,2,4,4,2,3,4,1,5,4,4,7,5,8,6,6,2346.0,1.0,705.0,24.44,96.0,3.8423586982978546,5.582694053649902,3.060528516769409
14时04分00秒.824,3,4,3,4,4,2,3,2,5,5,6,32,25,164,163,54,4,5,4,34,27,705,577,76,4,3,4,4,4,3,5,3,6,5,4,57,28,31,31,23,2,2,4,3,3,4,4,5,4,3,2,5,5,6,5,6,2,4,5,5,3,5,5,5,2,2,3,3,2,3,4,4,3,4,4,6,4,4,5,4,2,2,3,2,2,2,4,2,3,4,5,7,4,6,6,5,2339.0,2.0,705.0,24.36,96.0,3.853995840058882,5.582694053649902,3.060528516769409
14时04分00秒.875,3,4,2,4,2,4,3,4,5,5,4,32,25,165,163,55,5,5,5,34,27,706,577,75,5,3,4,4,4,5,2,5,4,4,3,57,27,31,30,22,4,3,4,4,5,4,4,4,4,4,5,6,5,7,6,4,5,2,3,5,6,5,5,5,2,2,4,2,2,2,2,2,4,3,4,4,5,6,3,5,4,3,2,4,3,1,2,3,5,5,5,8,6,7,6,6,2355.0,1.0,706.0,24.53,96.0,3.829881381876651,5.582694053649902,3.060528516769409
14时04分00秒.925,3,4,3,4,2,4,2,2,4,5,6,30,25,165,163,55,4,3,5,34,27,706,577,74,4,4,4,2,5,3,5,4,5,4,5,58,27,31,30,23,4,4,4,4,4,4,3,4,3,4,4,4,4,5,5,4,4,3,3,5,4,4,4,4,4,4,2,3,2,4,3,3,5,5,2,5,5,5,4,3,3,2,3,1,2,2,2,3,4,3,3,5,5,7,6,6,2332.0,1.0,706.0,24.29,96.0,3.869447810402468,5.582694053649902,3.060528516769409
14时04分00秒.975,3,4,3,2,3,2,2,3,6,5,4,31,25,167,163,55,5,4,5,34,28,706,576,75,4,2,3,3,3,5,2,3,4,4,5,58,27,32,31,23,3,3,5,5,4,5,3,5,2,4,4,6,5,5,8,5,4,4,4,5,5,4,3,5,2,3,2,2,1,2,4,3,4,4,4,4,5,4,4,5,3,1,3,2,4,4,3,5,4,4,4,5,6,8,9,7,2351.0,1.0,706.0,24.49,96.0,3.836243812330671,5.602084159851074,3.049978733062744
14时04分01秒.025,4,2,2,2,4,2,2,4,5,5,4,30,25,165,163,54,5,4,4,34,28,706,577,74,4,2,2,3,3,4,5,4,6,3,3,58,27,33,31,23,5,4,4,6,5,4,6,3,5,4,3,5,4,5,5,5,3,3,4,5,5,4,5,5,3,3,5,3,2,3,4,2,4,3,4,5,4,6,4,3,2,2,2,1,2,2,2,3,4,4,3,6,4,5,5,5,2333.0,1.0,706.0,24.3,96.0,3.867990806235319,5.602084159851074,3.049978733062744
14时04分01秒.075,4,4,4,4,2,2,2,2,4,4,5,31,25,165,164,54,5,4,4,33,28,706,577,75,5,4,3,4,4,3,4,4,5,4,4,57,27,33,31,24,3,4,4,4,4,5,4,5,4,4,5,7,6,8,7,6,4,4,4,5,4,4,5,5,4,1,2,1,2,1,3,2,4,2,4,4,3,4,5,4,2,2,3,3,2,3,3,4,2,3,5,5,6,7,6,6,2347.0,1.0,706.0,24.45,96.0,3.8445814336303585,5.602084159851074,3.049978733062744
14时04分01秒.124,3,3,1,2,2,2,2,2,6,5,4,31,24,165,163,53,4,4,5,33,28,706,577,75,4,4,3,3,5,5,4,5,8,5,4,57,28,33,31,24,4,4,3,4,4,3,4,4,2,2,3,5,5,5,5,5,4,2,2,6,5,6,6,5,4,3,4,3,2,3,3,2,4,5,3,7,4,4,5,3,2,2,2,2,2,2,2,1,4,3,4,5,6,6,5,7,2335.0,1.0,706.0,24.32,96.0,3.8645564464790727,5.602084159851074,3.049978733062744
14时04分01秒.174,2,4,2,2,2,3,2,2,5,3,5,32,25,165,163,53,6,4,4,33,27,706,577,75,3,3,4,4,4,5,4,3,5,4,2,57,28,32,31,22,3,2,3,4,3,4,5,5,4,4,3,6,7,6,5,6,4,4,4,7,5,5,6,4,3,2,2,2,2,3,2,2,4,2,3,4,4,5,4,3,4,2,4,1,4,4,3,2,4,4,4,7,7,8,7,7,2341.0,1.0,706.0,24.39,96.0,3.853932898866715,5.602084159851074,3.049978733062744
14时04分01秒.225,4,2,2,4,2,2,4,1,5,4,4,32,25,165,163,54,6,5,5,33,27,706,576,74,4,4,2,5,6,4,5,6,5,4,5,58,28,33,30,23,3,5,4,5,4,3,4,3,3,4,4,6,6,5,7,6,3,3,3,4,4,5,5,4,1,4,4,2,2,3,2,3,4,4,5,5,5,6,5,4,3,4,2,1,2,2,2,2,2,4,5,5,5,6,5,6,2345.0,1.0,706.0,24.43,96.0,3.844555491311473,5.587846279144287,3.013432741165161
14时04分01秒.275,1,4,2,2,2,2,2,4,4,5,4,32,24,165,163,54,5,5,4,33,26,705,579,75,4,4,1,4,2,3,4,4,5,5,4,57,28,32,31,23,2,4,3,4,4,5,5,5,5,4,3,5,7,8,7,7,4,2,4,4,4,4,3,4,2,4,1,1,2,2,2,2,3,3,4,5,4,5,4,4,3,2,3,2,3,3,3,3,4,5,5,7,6,7,7,8,2339.0,1.0,705.0,24.36,96.0,3.8596056308440745,5.587846279144287,3.013432741165161
14时04分01秒.324,3,2,2,4,2,3,1,1,5,5,4,32,24,165,162,54,5,5,4,32,26,706,578,75,3,2,3,5,4,4,5,6,5,3,4,58,27,32,33,22,3,2,4,4,4,4,4,3,3,3,2,5,5,6,5,5,4,2,4,4,5,5,4,5,2,2,3,3,5,3,4,2,5,5,4,6,4,5,3,5,3,3,2,2,1,2,1,2,3,4,4,6,5,6,5,5,2326.0,1.0,706.0,24.23,96.0,3.882275665856388,5.587846279144287,3.013432741165161
14时04分01秒.375,2,2,2,2,4,2,4,3,6,4,6,32,24,166,164,56,5,6,4,32,26,706,577,74,4,2,3,4,3,5,1,2,5,3,4,57,27,32,32,22,3,4,2,6,3,5,4,5,3,5,4,6,5,7,8,6,4,3,3,5,5,4,5,4,2,2,2,1,1,2,3,1,4,4,3,3,4,4,4,3,2,2,3,3,4,3,3,2,3,3,5,6,6,7,6,6,2331.0,1.0,706.0,24.28,96.0,3.8729411488596472,5.587846279144287,3.013432741165161
14时04分01秒.424,2,2,4,2,2,3,2,2,5,3,4,30,24,165,163,53,5,5,5,32,26,705,577,74,3,4,4,3,5,4,5,4,6,5,5,58,28,32,32,22,4,3,4,4,3,3,5,3,4,4,3,5,4,5,5,5,3,5,2,5,4,4,5,5,3,3,3,3,4,3,5,5,4,2,5,5,3,4,5,4,3,2,2,2,3,3,2,3,3,3,3,8,4,6,7,6,2333.0,2.0,705.0,24.3,96.0,3.864026212171989,5.602871894836426,3.0285041332244873
14时04分01秒.474,2,2,3,2,2,4,3,3,5,4,4,33,25,165,163,56,5,4,5,36,26,705,578,76,4,3,3,4,5,4,2,3,5,4,3,58,28,32,31,23,3,4,4,4,6,4,5,4,4,3,4,7,5,7,6,5,5,5,2,7,5,4,4,5,3,2,4,2,2,3,2,3,3,3,4,5,4,6,3,5,2,2,3,2,3,4,2,2,4,6,4,8,7,6,7,5,2356.0,2.0,705.0,24.54,96.0,3.829163585770709,5.602871894836426,3.0285041332244873
14时04分01秒.526,3,2,2,3,2,2,3,3,5,5,4,32,25,166,163,54,5,4,5,34,26,705,578,75,4,2,3,6,4,4,3,4,4,4,5,58,28,32,31,23,4,2,2,5,3,4,5,3,2,3,4,5,6,5,6,5,3,4,3,5,5,4,5,6,3,2,2,2,3,4,3,4,3,4,4,5,5,5,4,5,2,2,2,2,3,3,3,2,3,4,5,5,5,5,5,5,2334.0,2.0,705.0,24.31,96.0,3.866721854577326,5.602871894836426,3.0285041332244873
14时04分01秒.574,1,1,3,3,2,5,3,4,5,5,3,32,25,166,164,54,6,4,4,33,26,705,578,75,4,3,2,4,3,2,4,3,5,5,5,58,28,32,31,21,5,4,4,5,4,4,4,5,4,4,4,7,5,6,8,6,4,3,4,6,4,4,5,4,3,2,2,3,2,2,2,1,2,3,4,4,5,5,4,4,2,4,3,3,4,4,2,3,5,4,4,6,6,5,5,8,2346.0,1.0,705.0,24.44,96.0,3.8463605389890057,5.602871894836426,3.0285041332244873
14时04分01秒.624,3,2,4,2,3,1,1,2,5,4,5,32,25,166,162,54,8,5,5,34,26,705,578,74,6,4,2,4,5,4,5,5,5,5,5,60,28,32,31,22,3,2,3,5,4,4,2,4,4,3,3,5,5,5,5,5,3,3,4,5,5,6,5,5,2,4,3,3,2,4,3,3,4,5,4,5,5,5,5,4,2,2,2,4,2,1,1,2,4,3,4,5,6,6,5,7,2344.0,1.0,705.0,24.42,96.0,3.848783836441166,5.602871894836426,3.0285041332244873
14时04分01秒.676,2,4,2,4,3,2,2,4,5,5,4,32,25,166,163,54,4,4,5,32,27,705,578,74,5,2,3,1,5,5,4,4,5,5,5,60,28,32,31,22,4,3,3,6,4,5,5,5,4,4,5,7,7,8,7,5,6,3,3,5,5,5,5,5,1,2,5,2,3,2,1,1,3,2,4,6,5,4,4,5,4,4,2,3,5,4,3,4,4,4,5,7,5,7,5,7,2365.0,1.0,705.0,24.64,96.0,3.8132785600269985,5.582452297210693,3.0682876110076904
14时04分01秒.727,4,2,2,4,1,4,4,3,5,4,5,32,25,166,162,54,6,6,4,33,27,706,578,74,4,3,3,5,4,4,4,5,5,5,4,60,28,32,31,22,3,3,4,5,5,5,5,3,3,3,5,5,4,5,7,6,3,2,4,4,5,4,5,5,3,3,3,4,2,4,4,3,3,5,5,6,4,5,4,4,4,2,2,3,2,3,2,2,2,4,3,5,6,8,8,6,2357.0,1.0,706.0,24.55,96.0,3.8294480396546042,5.582452297210693,3.0682876110076904
14时04分01秒.775,3,1,5,2,1,2,4,2,5,5,4,32,25,166,163,54,3,4,5,33,27,706,578,74,4,2,2,3,3,3,2,2,5,4,4,60,28,32,31,22,3,4,4,5,5,4,4,5,5,3,4,6,6,8,9,7,5,4,4,5,6,5,6,4,2,2,3,4,4,2,2,2,4,4,3,3,4,4,4,4,2,2,2,2,3,2,2,5,3,3,5,6,6,5,7,8,2346.0,1.0,706.0,24.44,96.0,3.8492934842601314,5.582452297210693,3.0682876110076904
14时04分01秒.824,2,2,3,2,2,1,3,3,4,6,3,32,25,166,163,54,5,4,5,33,26,706,577,74,4,4,4,4,4,4,4,4,5,4,4,59,28,32,30,22,5,4,3,3,4,4,2,3,4,3,3,6,6,5,5,6,4,2,3,5,5,3,5,6,4,4,3,3,4,3,2,4,3,3,4,6,6,4,5,4,2,3,2,2,2,1,3,3,3,5,4,7,5,6,6,6,2338.0,1.0,706.0,24.35,96.0,3.8599547597022417,5.582452297210693,3.0682876110076904
